$Culture, $Criticality, $Criticality Modifier, $Initial Known, $Inter-Dependency, $Dynamism, $Size, $Plan, $Team Size, <Cost, ?Score, >Completion, <Idle
0.240111123,1.143469471,5,0.682395456,21,47,2,1,38,809.6194344,0.637140799,0.586956522,0
0.819095475,0.85926434,9,0.597775325,59,5,2,2,42,1193.392512,0.73359949,0.972222222,0.453125
0.415568406,1.155335293,5,0.441125065,21,9,2,1,29,859.1963126,0.822648269,0.885245902,0.34939759
0.18960613,1.008023036,3,0.428490138,25,20,4,4,25,617.9016133,0.740347571,0.925675676,0.233351987
0.70467147,1.167513279,3,0.637108455,29,44,4,0,20,751.0168837,0.416884174,0.684266103,0.001540832
0.178423173,1.027810693,4,0.535022489,5,2,3,0,38,833.6967363,0.944810397,0.992974239,0.391678623
0.275924288,1.069772939,6,0.547077775,56,18,4,0,22,1231.168671,0.808305137,0.750877193,0.001865672
0.473575345,0.835192591,7,0.421570715,38,41,3,1,5,687.1700282,0.543158092,0.759299781,0.232300885
0.115312166,0.910531979,5,0.55022027,97,5,0,0,26,237.1982209,0.939454146,0.85,0.291666667
0.27882091,1.128710188,9,0.602771576,52,49,1,1,9,1024.900296,0.668137637,0.720930233,0.243902439
0.244806562,0.963732623,5,0.60120708,40,45,1,2,5,449.6573297,0.707151375,0.85,0.15
0.485112053,1.063433045,3,0.515777757,33,35,3,4,4,412.7586512,0.549179078,0.667458432,0.027681661
0.483850146,1.080500448,7,0.695026754,65,8,0,4,32,696.6884489,0.707736525,1,0
0.598568462,1.144135542,9,0.475545393,69,4,3,5,8,1750.500182,0.824615113,0.93258427,0.369300912
0.836881247,1.16205428,4,0.686387395,78,44,3,4,25,886.8964734,0.427619041,0.644827586,0
0.316778287,1.093557381,9,0.503164354,47,20,1,1,30,1125.095142,0.750530122,0.976744186,0.16
0.681587425,0.959157839,7,0.482970825,2,24,1,3,24,664.0595226,0.550064865,0.628571429,0.043478261
0.650408112,0.974222511,2,0.527202281,28,20,1,1,4,150.3677391,0.51651932,0.916666667,0.43877551
0.158650634,1.170757182,10,0.698811099,22,16,2,1,7,1600.177267,0.818243442,0.921428571,0.413636364
0.727477813,1.170724799,4,0.513664742,10,39,2,3,25,615.9386632,0.466233205,0.890322581,0.258064516
0.175709912,0.89968726,5,0.687584753,90,42,2,1,44,767.0581039,0.616564845,0.696969697,0.178571429
0.59285681,1.147489052,5,0.483027596,5,10,2,4,6,598.2493321,0.630921325,0.916167665,0.40234375
0.673221903,1.037026171,7,0.655296997,98,6,0,1,31,457.0236902,0.711349322,0.857142857,0.625
0.59573853,1.020594724,9,0.679091894,34,46,3,1,18,1535.248375,0.525757792,0.894623656,0.420612813
0.435197589,1.048049438,8,0.595969839,45,4,3,4,14,1520.293914,0.883942557,0.94212963,0.111353712
0.425331998,1.163738442,9,0.641938795,63,37,2,5,13,1314.248388,0.645744673,0.651376147,0
0.721557239,0.867454584,6,0.415510776,26,24,0,3,35,283.1701948,0.537275867,1,0.272727273
0.558405213,1.02788693,8,0.443806718,37,48,2,0,42,1019.725719,0.361068975,0.983695652,0.303846154
0.549957509,0.905495556,3,0.562263916,69,45,4,0,30,557.1572352,0.488372324,0.805668016,0.017769003
0.635388503,1.130111552,5,0.621682596,33,36,1,0,2,539.9133058,0.624847185,0.783783784,0.53968254
0.366524038,0.850518387,5,0.472610627,72,46,3,1,25,598.4686522,0.567879634,0.916827853,0.458285714
0.127330656,0.959009201,9,0.492599128,62,34,2,0,20,1217.870949,0.742721418,0.896551724,0.133333333
0.778982624,0.905790737,7,0.546300282,20,21,1,2,12,612.4315906,0.45029782,0.909090909,0.347826087
0.666388079,1.06733204,8,0.633654501,96,37,2,1,18,1155.183103,0.524907171,0.82,0.201298701
0.401105474,1.164652181,2,0.469639996,85,48,2,2,16,313.5625469,0.467241125,0.909090909,0.112903226
0.26889093,1.165683217,4,0.604246854,3,5,0,5,20,320.6007976,0.937575401,0.818181818,0
0.173391419,1.05615221,5,0.431619593,15,2,1,3,22,468.6668495,0.967885367,0.935483871,0.275
0.571128912,0.922178814,6,0.625564516,54,13,3,1,24,843.1354981,0.773836235,0.68,0.012903226
0.889963775,1.121631218,2,0.654042557,25,3,2,0,28,319.3009608,0.77931679,0.983870968,0.357894737
0.787930345,1.149808106,7,0.575666453,47,20,3,0,5,1327.000865,0.498741532,0.919117647,0.466571835
0.74404912,1.117157191,7,0.433313397,58,16,4,1,43,2050.258046,0.639091379,0.879737609,0.487037824
0.220704263,1.193081037,6,0.464393855,87,46,1,3,1,853.2339466,0.789044984,0.551724138,0.627906977
0.589941986,0.98416674,6,0.459103431,16,8,2,1,29,795.1361358,0.764020244,0.822222222,0.539419087
0.663823076,0.96095674,5,0.688450959,20,48,1,2,1,320.1099274,0.475330924,0.470588235,0
0.263935641,1.149814639,6,0.549715499,39,27,3,4,20,1273.12366,0.572262664,0.944325482,0.358078603
0.891353262,0.854482151,7,0.653119725,65,23,1,5,11,560.4078949,0.509525451,0.826086957,0.269230769
0.550119777,1.165514629,9,0.427812657,96,43,1,2,6,1648.164645,0.517109311,1,0.528301887
0.551673486,1.192326621,7,0.427118859,87,23,3,4,24,1635.094701,0.580868533,0.879759519,0.109533469
0.677123817,1.17794861,3,0.420193769,17,37,0,4,6,228.0416737,0.515532258,0.75,0.4
0.125210229,1.161599311,3,0.553688085,70,35,0,4,26,236.3476978,0.769907188,0.857142857,0
0.606058418,0.837881306,5,0.525993126,60,5,1,2,29,498.8823871,0.744811098,1,0.6
0.747841331,1.001880408,3,0.421185393,71,41,3,5,16,489.038989,0.476440553,0.932853717,0.511306533
0.292988336,0.851723492,9,0.505162887,95,17,4,1,24,1307.755175,0.796427562,0.734430923,0.026565465
0.256660858,0.847732687,7,0.556619605,57,49,1,4,8,410.503881,0.62056229,0.857142857,0.032258065
0.483509676,0.960053295,9,0.491766851,53,44,3,2,24,1320.929087,0.488279312,0.874,0.187732342
0.554693109,0.859959975,10,0.58198076,76,30,4,2,16,1327.445877,0.501972447,0.944366197,0.280193237
0.491346675,0.918909554,6,0.58982739,9,33,3,2,35,894.9825307,0.505835045,0.955277281,0.395243488
0.13955164,0.901735332,5,0.52779106,41,50,4,2,31,967.6974118,0.733793694,0.75216972,0.00128041
0.604039933,1.030589864,4,0.559818722,40,19,1,4,13,416.220382,0.656916975,0.515151515,0
0.324216993,0.90080969,10,0.453223002,86,11,0,3,42,586.1216433,0.844993166,0.916666667,0.266666667
0.874573014,1.183432632,3,0.511802988,20,31,3,1,3,522.9715393,0.480430631,0.902612827,0.533742331
0.825173608,0.861472165,7,0.526131259,12,13,1,2,29,527.2012458,0.542934521,0.973684211,0.471428571
0.728668857,0.882795692,8,0.499785804,35,49,2,5,37,1032.571076,0.473486772,0.897196262,0.571428571
0.45769179,1.025762444,5,0.497186812,73,18,3,2,19,840.075768,0.715842682,0.721719457,0.003125
0.233769175,0.826147888,5,0.685309705,56,2,1,3,11,295.1198027,0.956429814,0.890625,0.219178082
0.640262923,0.926988387,3,0.439329316,61,33,0,1,37,153.0589357,0.401134579,1,0.391304348
0.82501282,1.14727885,9,0.628292121,47,24,0,1,3,745.1131457,0.683463925,0.7,0.222222222
0.251961706,0.869119503,3,0.471815736,49,20,3,0,29,490.6250923,0.646383755,0.963942308,0.33937397
0.855249002,0.829735147,4,0.508286294,78,23,1,5,24,311.8834064,0.595978702,0.971428571,0.451612903
0.807996279,1.037457532,7,0.679938712,17,12,2,4,33,1206.272514,0.51484698,0.990990991,0.447236181
0.528725807,0.99790898,6,0.480212714,32,28,0,1,2,333.7305707,0.651586987,0.916666667,0.607142857
0.443758294,0.960293975,9,0.497836931,85,7,1,3,8,591.2265171,0.754351671,0.914285714,0.346938776
0.606697828,0.999616429,6,0.604486165,4,8,1,3,24,675.9899749,0.87462263,0.583333333,0
0.136958611,1.017554877,2,0.673071861,41,20,1,5,22,214.5738025,0.793672969,0.795454545,0.125
0.357804955,1.131143709,3,0.602277416,44,37,1,3,12,249.7059355,0.50951195,0.708333333,0.081081081
0.660002675,1.054889475,3,0.671046228,87,32,0,1,27,236.5978643,0.47992052,0.857142857,0.5
0.662211745,0.852457166,8,0.585834307,80,30,1,4,10,483.4876942,0.481922567,0.823529412,0.151515152
0.141392756,1.111298132,9,0.409849376,62,8,2,4,22,1336.748911,0.899946527,0.9625,0.24137931
0.510729627,1.003378036,2,0.598985087,87,9,1,4,23,183.5277173,0.80555371,0.893617021,0.086956522
0.378995201,0.933319308,6,0.649518261,12,14,4,5,41,1216.602191,0.800992366,0.627180233,0
0.357929941,0.993749685,6,0.544993284,98,19,1,2,44,650.8916928,0.592466476,0.920634921,0.524590164
0.676925781,0.919540537,3,0.489585789,55,16,3,0,34,569.5025429,0.643521941,0.919282511,0.082774049
0.193111938,0.947604575,5,0.564987576,40,44,1,2,20,443.9142415,0.663486604,1,0.111111111
0.680308709,1.071287233,7,0.635813115,61,34,0,2,2,493.2759838,0.598330441,0.875,0.461538462
0.202732969,1.038619737,4,0.612634597,26,35,0,3,6,195.6753515,0.752536126,0.722222222,0
0.571071524,0.989958193,6,0.617898705,73,4,1,1,9,430.7257509,0.936500125,0.558139535,0
0.222003587,0.902607359,10,0.45157514,49,7,1,4,22,927.8460522,0.84436658,0.972972973,0.333333333
0.784206387,0.88843809,9,0.437209243,61,4,0,1,39,375.1963032,0.875228613,0.857142857,0.647058824
0.458799554,1.126039229,6,0.603448167,38,8,0,1,35,624.2649562,0.901059446,0.9,0.357142857
0.44210078,0.889536573,5,0.554849619,82,49,1,1,21,468.254616,0.460262447,0.71875,0.115384615
0.340570606,1.011474925,7,0.562504809,78,17,2,2,16,833.4448918,0.67727578,0.950819672,0.194444444
0.551437967,0.968774377,6,0.61555595,15,13,2,1,12,728.0815186,0.751489305,0.675,0
0.343017698,1.144269158,6,0.451777294,64,44,3,4,44,1406.071485,0.490042953,0.952714536,0.159196291
0.506302209,0.891191752,5,0.405713387,68,44,3,4,36,843.9222482,0.471025784,0.832258065,0.076372315
0.355104875,1.049100817,4,0.633395585,82,27,0,4,31,196.1444299,0.557630494,0.818181818,0.357142857
0.199844335,1.004771752,8,0.400476275,22,6,4,4,3,1302.292225,0.896495275,0.869532428,0.381769437
0.282972194,1.071080974,9,0.604291125,44,13,4,4,5,1646.568649,0.809833488,0.833672777,0.112716763
0.127840946,1.165375647,6,0.490849989,57,8,3,2,2,996.720054,0.947674472,0.71875,0.113253012
0.504468153,0.879016436,3,0.422665244,81,25,2,5,37,371.2058504,0.588626888,0.953642384,0.548589342
0.655463491,0.995647764,3,0.568293167,23,35,2,3,40,432.2801042,0.517472254,0.802259887,0.013888889
0.284930508,0.827588308,9,0.668692697,77,44,1,2,20,673.3021087,0.619035746,0.666666667,0
0.846781172,1.084673528,4,0.6265148,41,44,3,2,4,680.7099826,0.472998213,0.671087533,0.099644128
0.592932366,0.99348716,8,0.4640161,12,19,1,4,36,889.4258352,0.559460382,0.952380952,0.512195122
0.667223899,1.159962107,3,0.502662432,71,14,3,3,30,631.8190945,0.583969093,0.962809917,0.414572864
0.704002321,0.922862877,5,0.554414572,57,47,3,1,15,656.0700158,0.496740782,0.930139721,0.350069735
0.467341509,0.91267839,7,0.550289794,58,6,2,4,32,901.1478138,0.858377921,0.715447154,0
0.228057807,1.093439798,3,0.553005192,3,25,2,5,19,415.0225893,0.663705997,0.925675676,0.544850498
0.52452163,0.85233558,8,0.508074983,31,21,2,1,13,532.9010999,0.687165784,0.75,0
0.758628497,0.923704494,10,0.68406104,91,40,0,3,35,497.6004264,0.36890224,0.9,0
0.271738951,1.141757371,7,0.587077884,11,4,3,3,40,1845.407757,0.873801857,0.961456103,0.492081448
0.833146381,0.89375313,3,0.52620355,24,34,3,3,9,385.1006034,0.464429899,0.698019802,0.024221453
0.677646592,1.091595645,6,0.481492481,12,6,2,1,2,701.1517305,0.770469453,0.875816993,0.40969163
0.750821812,0.895626173,8,0.478680668,73,43,1,2,38,662.5918706,0.412500591,0.921875,0.305882353
0.341096744,1.012703636,6,0.686235091,28,34,1,1,41,669.701445,0.66071043,0.862745098,0.083333333
0.770065804,1.139929663,6,0.425956759,42,37,1,1,33,881.4634038,0.528611369,0.875,0.507042254
0.309088857,0.922292557,5,0.451725009,96,35,2,2,29,600.9263052,0.614801996,0.888888889,0.124087591
0.883805018,0.830213724,5,0.548423205,68,3,1,0,3,361.5557192,0.873626727,0.838709677,0.333333333
0.408492673,0.876172228,7,0.592019276,25,35,4,2,39,1259.443335,0.590524509,0.618250951,0
0.43412529,1.153545537,2,0.539761968,90,16,3,4,38,434.9308526,0.563602316,0.988789238,0.384078212
0.238182784,1.10374985,7,0.579482692,15,2,4,2,34,2135.283181,0.955691799,0.957680251,0.310772702
0.51051482,1.122161874,10,0.549248016,90,34,3,2,25,2343.037309,0.565051607,0.626304802,0
0.717624039,0.826919069,10,0.608806051,41,31,3,2,2,904.7189383,0.544463324,0.767281106,0.357142857
0.325106765,0.867166053,4,0.443477182,38,31,4,0,39,809.3981551,0.595838716,0.74982865,0.064157399
0.190490229,0.912891677,9,0.655742191,87,18,0,2,37,548.7013897,0.708350484,0.888888889,0.5
0.154428615,1.066249946,7,0.406967809,66,49,1,3,23,719.4414761,0.656106507,0.869565217,0.032258065
0.486796084,1.026944461,9,0.555888789,97,25,0,2,34,464.249675,0.697840486,0.538461538,0
0.726674061,1.055789578,9,0.54661441,20,48,3,1,18,1488.987036,0.443030008,0.779527559,0.203219316
0.818138091,1.119838059,6,0.617325244,21,6,2,4,25,1134.047185,0.665272384,0.96350365,0.346534653
0.110658713,1.155085351,9,0.520959491,53,17,2,2,1,1164.175453,0.884085683,0.8,0.388646288
0.734422305,0.956238695,7,0.444413267,37,36,2,2,22,768.6054009,0.388884609,0.965753425,0.473880597
0.508640403,1.114370643,7,0.527781464,3,49,2,4,4,862.6903399,0.514508467,0.894736842,0.306122449
0.522907095,0.854849984,6,0.653707323,14,32,1,1,37,446.7306732,0.566682755,0.910714286,0.260869565
0.536891308,0.84980616,2,0.683008148,72,38,2,1,7,180.5797604,0.590829827,0.741496599,0.060344828
0.777129271,1.097988175,6,0.410632203,65,9,1,2,17,725.1557495,0.747380604,0.847826087,0
0.130311841,0.839899971,9,0.620498646,98,6,3,0,43,1124.680221,0.903228613,0.985046729,0.257746479
0.66182155,0.846170723,7,0.690164309,76,47,0,2,19,372.3760968,0.529612787,0.916666667,0.3125
0.894958453,0.844820964,8,0.675215851,19,15,0,3,31,416.0303505,0.599124226,0.952380952,0.285714286
0.422285409,1.163455634,8,0.510149106,58,50,1,4,23,1171.110119,0.409029438,0.901639344,0.276315789
0.172657329,1.10461214,7,0.55888155,91,10,3,4,20,1363.702423,0.893785789,0.846899225,0.078059072
0.48068237,1.087597126,3,0.696896258,10,47,1,3,24,392.6624942,0.500468811,0.604651163,0
0.287788262,0.846062682,5,0.483844508,51,29,2,3,15,485.1766954,0.62758917,0.90070922,0.414746544
0.545196037,1.081827489,5,0.46366437,14,49,1,0,43,872.2252714,0.516095021,0.785714286,0.12
0.763495865,1.033865104,5,0.631253146,3,13,1,4,11,425.042764,0.699657887,0.914893617,0.044444444
0.201130162,1.17173723,7,0.474753656,94,15,3,5,29,1771.810628,0.855283558,0.799528302,0.039660057
0.489738923,1.194118198,4,0.473727668,21,44,3,2,21,950.9935964,0.494172276,0.937027708,0.211864407
0.242865747,1.162476886,6,0.674990859,24,25,0,3,34,569.2914585,0.796030856,0.916666667,0.083333333
0.507239509,1.078838624,3,0.533824265,39,26,4,2,40,726.9838697,0.556875112,0.927062031,0.207459207
0.440214829,0.914528746,4,0.431338321,28,22,0,5,33,226.6857531,0.461863653,0.85,0.575
0.66352679,0.875899383,4,0.549566371,78,42,2,3,39,610.1031082,0.503386182,0.65034965,0
0.849151512,1.055710607,4,0.554838417,74,7,2,5,8,585.9007186,0.649396713,0.938596491,0.456852792
0.545848651,0.974384213,6,0.502414265,11,35,1,3,21,590.7188946,0.532453865,0.976744186,0.34375
0.400397893,1.059782074,10,0.433873476,4,38,0,1,2,578.6064306,0.453291161,0.771428571,0.325
0.254905544,1.177336448,5,0.580128861,51,45,3,4,16,1070.615025,0.54396476,0.915137615,0.261111111
0.54408524,1.023325978,5,0.587931693,6,27,2,0,1,553.0563622,0.750349679,0.512605042,0.298850575
0.854073118,1.064990566,3,0.649505381,99,7,3,1,40,668.8243814,0.697311984,0.91954023,0.620853081
0.879539863,0.859519055,2,0.557671026,5,37,3,0,30,300.210303,0.382493074,0.956777996,0.233070866
0.181182648,1.125235422,8,0.405479752,55,42,1,1,27,1242.954921,0.698553675,1,0.403225806
0.622820501,0.871108083,7,0.43175063,37,29,3,2,20,899.6350238,0.503177136,0.828888889,0.138568129
0.741159495,1.101755016,4,0.686790795,8,7,1,3,40,499.5786598,0.790985044,0.8125,0
0.626109068,0.869607695,3,0.686343046,37,46,4,3,32,566.0173306,0.471269189,0.943272727,0.28223575
0.305953812,1.075120173,7,0.599810467,59,5,0,3,12,428.1397887,0.904753375,0.952380952,0.090909091
0.777403106,0.89276318,3,0.454174667,95,41,4,2,17,526.837673,0.437508794,0.9528,0.336490251
0.822243991,1.115052766,7,0.568198059,74,29,2,3,26,1232.710773,0.423773723,0.96124031,0.354166667
0.465815826,1.125242359,5,0.41917169,30,2,4,0,41,1431.186847,0.892388918,0.9888966,0.327195467
0.511292946,1.127964774,4,0.636512426,55,1,3,2,33,895.9984466,0.94182245,0.921276596,0.410884354
0.832670632,0.838725724,8,0.402798146,75,20,2,0,12,700.7749797,0.482464983,0.955555556,0.351758794
0.529018134,1.148876418,9,0.449911266,27,1,2,1,31,1507.413462,0.967363277,0.860215054,0
0.244202422,1.100696605,5,0.662884071,91,35,2,4,19,782.5476802,0.552602858,0.836879433,0.186206897
0.614362951,0.973692593,5,0.476576102,48,26,0,3,7,264.584226,0.652878801,0.875,0.3
0.638504839,1.121285953,4,0.488894638,38,21,1,4,26,367.928818,0.492230362,0.896551724,0.297297297
0.222886767,0.8780556,4,0.459219614,27,24,3,3,42,684.9940334,0.749016606,0.783295711,0
0.820656325,0.832923689,6,0.478202128,76,39,3,3,2,544.9377241,0.502753812,0.821138211,0.476683938
0.861428009,1.027699124,8,0.648988783,96,48,4,2,8,1275.948895,0.432373577,0.617061611,0.007621951
0.754194516,1.170796907,2,0.625893772,82,25,2,3,38,297.0283083,0.496684134,0.87037037,0
0.27068729,1.005903667,5,0.501261797,81,30,3,1,15,797.8951814,0.682903879,0.811414392,0.152849741
0.647930237,1.086746097,10,0.448949777,94,41,1,2,2,950.0377818,0.487590629,0.837209302,0.55
0.753736339,1.06971835,8,0.624230388,58,38,0,4,42,675.1481061,0.507258922,0.925925926,0.107142857
0.248140654,1.000139105,5,0.553017055,52,39,3,1,12,729.9758561,0.604516751,0.817987152,0.360134003
0.884929534,0.957719619,7,0.487669541,31,6,2,5,12,686.4854563,0.69402406,0.892405063,0.431451613
0.73916466,1.117249328,5,0.696994292,87,44,1,4,44,736.9993942,0.625742354,0.897435897,0
0.691125769,0.979603724,8,0.637655967,24,11,1,3,8,732.1911329,0.656731039,0.903225806,0.548387097
0.110803906,1.186462496,6,0.559541945,82,41,1,3,7,918.6701791,0.716026198,0.84375,0.307692308
0.5773157,0.837510905,3,0.629183172,20,28,2,0,41,368.9604992,0.58551357,0.5625,0
0.588168941,1.191306843,6,0.496186365,40,47,0,5,25,438.9182676,0.533698539,0.9,0.25
0.365075828,1.163930514,9,0.538850629,47,5,2,2,31,1864.558085,0.860167715,0.927007299,0.298342541
0.207933539,0.822469286,9,0.572482495,84,29,4,0,34,1353.490316,0.718535687,0.858608059,0.04248366
0.737342881,1.070123606,6,0.658117061,95,45,3,1,29,1138.478735,0.531600262,0.920754717,0.499487179
0.2638301,0.974105582,9,0.432918965,39,35,0,0,17,301.0442277,0.706247136,0.666666667,0
0.367509234,1.177195521,9,0.490246943,96,36,3,3,27,2439.804945,0.544109449,0.949561404,0.330757342
0.733438358,1.092551748,6,0.439873155,91,48,2,1,30,953.2924401,0.528378445,0.905660377,0.586206897
0.86148992,1.171466638,4,0.413712871,39,27,1,2,33,645.0617442,0.444282679,0.829268293,0.32
0.54044228,1.054296936,9,0.492202177,27,20,2,0,24,1593.669355,0.716970121,0.756302521,0
0.777762587,1.124917577,2,0.527547702,95,23,1,3,6,180.5208184,0.55202405,0.952380952,0.487179487
0.150202951,1.032034839,9,0.680956843,34,49,2,4,3,1446.096757,0.733031923,0.737704918,0.1
0.452729886,0.826870778,5,0.444372047,97,42,3,4,42,711.2556899,0.44357153,0.989247312,0.293394777
0.497652029,1.129822175,8,0.408488993,27,35,3,4,39,1982.042789,0.568340594,0.841981132,0.008333333
0.80358335,0.948475902,8,0.621388456,97,9,1,0,35,1027.580475,0.784469246,0.966666667,0
0.787544353,0.895384233,6,0.615864108,47,14,3,0,38,1089.524421,0.624215381,0.944020356,0.090686275
0.171578949,0.973903479,3,0.48005606,17,37,1,4,34,261.435552,0.581348686,0.47826087,0.083333333
0.791459102,1.186182775,4,0.479016298,68,4,0,3,5,138.8994343,0.899926635,0.857142857,0.625
0.596025714,1.118821938,5,0.524316918,44,35,1,3,31,662.6063315,0.596061042,0.76744186,0.057142857
0.60951569,0.992382598,5,0.572868274,34,15,2,3,11,644.0163204,0.53998241,0.956521739,0.506726457
0.630590219,1.089005211,2,0.539324532,8,33,3,2,29,336.1786039,0.481539817,0.948310139,0.413284133
0.272357521,0.86037673,9,0.519003524,56,44,3,4,31,1199.011029,0.613394488,0.853773585,0.034666667
0.175730721,1.002568943,3,0.628125445,6,30,1,3,36,283.5362791,0.786543508,0.781818182,0.173076923
0.642213803,1.129486934,4,0.6325401,15,28,3,5,35,1004.642154,0.518481487,0.662921348,0.004219409
0.611620421,1.090362069,3,0.542940789,47,17,1,4,13,291.8923349,0.623747042,0.954545455,0.066666667
0.340171288,1.193359866,3,0.499913535,42,5,1,1,23,327.5267233,0.916382971,0.8,0
0.890911127,0.97012275,4,0.591119567,8,28,1,4,35,474.7374225,0.426911418,0.774193548,0
0.41276722,1.05989458,6,0.502806781,42,23,3,1,18,1058.120446,0.629731207,0.867030965,0.461538462
0.671772076,1.026122162,6,0.682453821,29,47,2,4,43,1035.771605,0.499722641,0.762295082,0.041237113
0.325544662,0.836431757,6,0.444643929,20,43,1,2,38,587.1732385,0.537633241,1,0.421875
0.194654678,1.049573375,6,0.494758744,81,36,0,1,30,458.5254543,0.593444935,0.954545455,0.416666667
0.501404076,1.177774713,4,0.497994134,77,19,1,3,12,541.2228065,0.5536597,0.916666667,0.467741935
0.104547477,0.857809871,6,0.528148598,42,32,1,1,17,483.4922114,0.797583723,0.78125,0.242424242
0.489494375,0.832457372,8,0.588916939,20,37,3,3,27,981.9534706,0.539132405,0.647321429,0
0.622590332,0.974887151,8,0.567910781,47,22,3,4,14,1143.730103,0.580560963,0.788306452,0.055555556
0.484578532,1.088899839,8,0.477406081,7,27,1,4,29,919.1204614,0.541287636,0.796875,0
0.735733267,1.12972418,7,0.48641962,92,48,3,4,23,1559.421868,0.413023012,0.911832947,0.170886076
0.480862078,1.121414317,3,0.419541956,54,13,1,1,37,343.5689978,0.701169371,0.847222222,0.657303371
0.655059247,1.0800531,4,0.662022777,21,49,2,0,22,606.0114286,0.481884207,0.780141844,0.017857143
0.342245003,0.841074432,3,0.443682082,2,17,1,3,9,158.3629833,0.579856598,0.721311475,0.435897436
0.648052561,0.938346633,8,0.610061713,72,20,3,2,7,955.2684816,0.631908491,0.623015873,0.009463722
0.849234131,1.015576449,3,0.688020982,90,17,2,1,39,519.2819078,0.628095574,0.657657658,0.064102564
0.32026281,0.923676612,3,0.692726514,61,34,1,2,42,339.0173643,0.684398834,0.596491228,0
0.386084935,1.197887942,7,0.569699764,44,14,4,3,13,1843.950677,0.747032448,0.868531469,0.086092715
0.391715145,1.128514688,7,0.557421084,11,42,2,3,43,1428.053559,0.493198143,0.763513514,0.081300813
0.172981818,0.840744426,10,0.575577167,80,45,1,3,35,626.5516703,0.554480812,0.6,0
0.396536304,0.89280902,2,0.422968545,68,17,3,0,15,284.1275992,0.574506135,0.980349345,0.430203046
0.222303073,1.197570229,6,0.562719366,92,20,2,3,12,1092.469643,0.668646222,0.953488372,0.506024096
0.439991189,0.972163544,8,0.403242813,49,40,3,0,41,1445.342396,0.523572651,0.859956236,0.102739726
0.818997613,1.018808864,2,0.473404187,24,19,0,1,23,111.4709403,0.532529259,0.875,0.363636364
0.260423683,0.91795182,8,0.425993188,47,37,2,2,4,652.3571388,0.695511839,0.680555556,0.02
0.172314244,0.967175205,6,0.546153584,10,6,3,3,36,1025.150855,0.945549422,0.804255319,0
0.501072234,0.875288866,4,0.464253274,87,26,3,0,22,556.3707276,0.504435702,0.966517857,0.31918239
0.799642263,0.850203195,8,0.648862051,87,36,4,1,21,1154.935215,0.538432889,0.900515844,0.516996047
0.69478681,1.181054704,5,0.431929632,18,17,3,0,3,871.8286916,0.54752927,0.913043478,0.467005076
0.306016773,0.969083453,5,0.418751496,85,28,2,4,19,647.9031023,0.55583732,0.984,0.45814978
0.315997473,1.073190379,10,0.683629707,53,8,0,3,21,590.5397644,0.927148127,1,0
0.464362805,1.016977253,10,0.476894111,49,38,3,3,5,1509.540665,0.52580518,0.693877551,0.062992126
0.781948782,1.140043837,5,0.425494445,73,26,0,1,32,589.4003324,0.523397671,0.857142857,0.333333333
0.707739247,0.892762695,9,0.455264761,81,40,1,0,21,579.6122488,0.410137007,0.981818182,0.316455696
0.412081933,1.157512638,3,0.502287314,96,48,2,2,22,610.7087637,0.500323535,0.897959184,0.323076923
0.192807952,0.850385831,3,0.455533785,32,34,4,3,33,602.9241422,0.633239068,0.944317315,0.393731636
0.270290611,0.966374335,8,0.494189083,31,36,3,2,16,1252.987934,0.536498226,0.968899522,0.404411765
0.372914394,0.975388297,8,0.434552656,98,23,0,3,22,842.2228032,0.824730872,0.5,0
0.655961107,0.999030561,4,0.608424149,15,12,3,0,26,673.3872913,0.631757033,0.953917051,0.202312139
0.137440334,0.907969291,8,0.572855293,23,40,0,0,27,611.0039264,0.707851393,0.857142857,0.684210526
0.459613461,1.037473019,6,0.519934511,70,24,1,5,16,715.6051164,0.506466349,0.971428571,0.413793103
0.382191919,1.014630538,8,0.559602399,97,40,3,1,2,1046.751691,0.599857633,0.797546012,0.534050179
0.28147228,0.937764032,5,0.606287128,79,3,1,1,11,413.597501,0.929053279,0.894736842,0.595238095
0.717880134,0.886459465,4,0.655007436,83,8,2,2,30,455.7535746,0.728639914,0.846153846,0.137254902
0.59780108,0.900872073,7,0.461507253,66,8,2,4,17,657.9372401,0.784521694,0.768115942,0.009345794
0.139913365,1.105252686,6,0.497961627,15,48,3,4,31,1413.978288,0.618571094,0.976247031,0.27385159
0.138513828,0.951202039,7,0.452983042,44,18,4,3,20,1273.512491,0.797969933,0.968509985,0.418626095
0.159806042,1.11924123,6,0.613853577,84,40,0,0,36,444.9351581,0.665756535,0.947368421,0.181818182
0.782820811,1.124752018,10,0.496268029,61,28,1,5,5,989.1373931,0.553086885,0.761904762,0.03030303
0.883969508,0.970016292,5,0.613670925,81,40,2,0,42,612.7398309,0.46755274,0.517241379,0
0.54359163,1.082902344,8,0.559497251,34,48,4,2,32,2025.893823,0.472318753,0.685810811,0.004901961
0.266404666,1.139548914,6,0.551068945,5,26,3,3,28,1291.281914,0.607501297,0.975446429,0.436129032
0.854802395,0.894933464,5,0.573567274,23,23,2,1,33,586.2094858,0.511783224,0.85915493,0.278106509
0.259256211,0.999668641,2,0.417628454,30,34,1,1,7,146.2643537,0.630779765,0.842105263,0.238095238
0.805119513,1.048228827,9,0.583837213,71,1,2,2,36,1482.654944,0.95747483,0.847328244,0
